date,state,district,market,commodity,variety,min_price,max_price,modal_price,unit
2024-01-18,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1317.12,1620.72,1431.81,Quintal
2024-01-19,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1286.43,1508.24,1411.44,Quintal
2024-01-20,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1442.65,1809.31,1521.54,Quintal
2024-01-21,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1376.73,1605.56,1451.41,Quintal
2024-01-22,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1235.19,1520.44,1385.09,Quintal
2024-01-23,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1385.16,1565.29,1474.81,Quintal
2024-01-24,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1306.56,1653.81,1392.11,Quintal
2024-01-25,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1317.17,1598.22,1428.43,Quintal
2024-01-26,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1221.61,1617.58,1361.76,Quintal
2024-01-27,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1370.64,1663.61,1541.47,Quintal
2024-01-28,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1297.23,1685.51,1450.45,Quintal
2024-01-29,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1191.45,1581.42,1398.76,Quintal
2024-01-30,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1410.67,1794.21,1511.36,Quintal
2024-01-31,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1192.1,1564.68,1329.44,Quintal
2024-02-01,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1335.27,1762.15,1480.81,Quintal
2024-02-02,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1352.68,1821.99,1556.29,Quintal
2024-02-03,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1213.43,1578.26,1419.62,Quintal
2024-02-04,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1398.96,1912.69,1595.98,Quintal
2024-02-05,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1314.65,1677.33,1410.68,Quintal
2024-02-06,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1274.67,1515.89,1419.61,Quintal
2024-02-07,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1373.87,1917.36,1599.81,Quintal
2024-02-08,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1299.18,1687.45,1505.42,Quintal
2024-02-09,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1373.12,1828.06,1588.21,Quintal
2024-02-10,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1312.16,1658.16,1426.8,Quintal
2024-02-11,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1311.91,1673.17,1471.09,Quintal
2024-02-12,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1222.52,1616.55,1423.88,Quintal
2024-02-13,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1395.22,1639.22,1520.14,Quintal
2024-02-14,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1341.26,1751.26,1463.47,Quintal
2024-02-15,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1396.59,1673.05,1573.48,Quintal
2024-02-16,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1320.52,1678.78,1527.37,Quintal
2024-02-17,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1361.15,1614.04,1513.56,Quintal
2024-02-18,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1485.94,1761.25,1575.08,Quintal
2024-02-19,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1284.14,1521.39,1423.88,Quintal
2024-02-20,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1337.43,1679.83,1542.02,Quintal
2024-02-21,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1387.89,1720.25,1532.5,Quintal
2024-02-22,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1397.81,1694.15,1526.64,Quintal
2024-02-23,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1344.19,1679.15,1543.64,Quintal
2024-02-24,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1475.71,1725.14,1596.55,Quintal
2024-02-25,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1295.2,1754.96,1486.24,Quintal
2024-02-26,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1311.57,1649.25,1469.38,Quintal
2024-02-27,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1324.78,1778.7,1495.75,Quintal
2024-02-28,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1420.55,1905.13,1616.61,Quintal
2024-02-29,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1403.09,1810.56,1584.89,Quintal
2024-03-01,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1477.81,1778.96,1640.35,Quintal
2024-03-02,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1451.06,1825.08,1664.36,Quintal
2024-03-03,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1522.02,1754.43,1656.64,Quintal
2024-03-04,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1309.7,1627.63,1519.07,Quintal
2024-03-05,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1365.85,1642.42,1470.8,Quintal
2024-03-06,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1353.43,1818.31,1559.83,Quintal
2024-03-07,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1267.44,1758.45,1469.66,Quintal
2024-03-08,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1467.26,1692.34,1576.28,Quintal
2024-03-09,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1374.62,1858.81,1579.18,Quintal
2024-03-10,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1402.79,1847.57,1560.66,Quintal
2024-03-11,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1475.24,1887.09,1579.69,Quintal
2024-03-12,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1375.76,1784.85,1575.61,Quintal
2024-03-13,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1288.77,1741.4,1491.13,Quintal
2024-03-14,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1404.7,1681.09,1580.92,Quintal
2024-03-15,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1458.05,2022.95,1696.61,Quintal
2024-03-16,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1512.65,1886.83,1607.42,Quintal
2024-03-17,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1394.61,1809.63,1561.59,Quintal
2024-03-18,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1414.02,1618.48,1522.19,Quintal
2024-03-19,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1445.4,1919.93,1613.82,Quintal
2024-03-20,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1421.34,1724.73,1559.83,Quintal
2024-03-21,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1475.81,1832.19,1589.28,Quintal
2024-03-22,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1463.39,1874.3,1617.45,Quintal
2024-03-23,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1498.56,1703.53,1621.55,Quintal
2024-03-24,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1524.09,1970.05,1710.05,Quintal
2024-03-25,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1287.93,1655.74,1510.62,Quintal
2024-03-26,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1289.58,1739.81,1503.7,Quintal
2024-03-27,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1380.96,1776.19,1606.11,Quintal
2024-03-28,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1393.66,1786.68,1590.28,Quintal
2024-03-29,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1327.51,1563.21,1421.49,Quintal
2024-03-30,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1540.67,1996.71,1707.86,Quintal
2024-03-31,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1536.86,1877.3,1694.9,Quintal
2024-04-01,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1500.6,1885.11,1642.57,Quintal
2024-04-02,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1564.69,1799.31,1684.4,Quintal
2024-04-03,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1405.39,1697.1,1583.2,Quintal
2024-04-04,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1393.96,1847.17,1626.97,Quintal
2024-04-05,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1484.32,1817.49,1576.1,Quintal
2024-04-06,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1538.86,1943.5,1619.94,Quintal
2024-04-07,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1452.65,1778.36,1639.91,Quintal
2024-04-08,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1546.4,1743.9,1655.21,Quintal
2024-04-09,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1493.34,1810.25,1602.57,Quintal
2024-04-10,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1401.94,1652.84,1573.0,Quintal
2024-04-11,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1428.94,1669.67,1515.37,Quintal
2024-04-12,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1394.94,1681.7,1525.53,Quintal
2024-04-13,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1431.26,1851.3,1661.77,Quintal
2024-04-14,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1380.88,1803.77,1615.36,Quintal
2024-04-15,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1314.8,1663.16,1481.03,Quintal
2024-04-16,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1434.19,1821.19,1539.95,Quintal
2024-04-17,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1434.77,1744.71,1595.56,Quintal
2024-04-18,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1573.98,1995.31,1716.18,Quintal
2024-04-19,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1520.8,1767.1,1616.87,Quintal
2024-04-20,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1332.73,1588.01,1475.29,Quintal
2024-04-21,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1478.34,1729.01,1613.96,Quintal
2024-04-22,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1398.64,1742.7,1524.87,Quintal
2024-04-23,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1558.14,1880.34,1723.03,Quintal
2024-04-24,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1353.45,1712.07,1550.0,Quintal
2024-04-25,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1492.61,1834.21,1653.47,Quintal
2024-04-26,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1346.67,1563.69,1479.39,Quintal
2024-04-27,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1552.66,1736.02,1634.93,Quintal
2024-04-28,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1288.32,1673.06,1477.86,Quintal
2024-04-29,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1345.18,1778.96,1530.58,Quintal
2024-04-30,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1303.72,1768.73,1529.22,Quintal
2024-05-01,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1380.13,1625.25,1534.4,Quintal
2024-05-02,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1380.08,1682.41,1553.31,Quintal
2024-05-03,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1364.15,1666.16,1551.56,Quintal
2024-05-04,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1413.91,1668.69,1586.94,Quintal
2024-05-05,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1330.82,1606.7,1529.08,Quintal
2024-05-06,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1211.06,1707.54,1424.28,Quintal
2024-05-07,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1373.92,1625.21,1493.09,Quintal
2024-05-08,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1408.77,1658.38,1551.34,Quintal
2024-05-09,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1260.46,1686.42,1450.94,Quintal
2024-05-10,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1340.11,1819.37,1555.22,Quintal
2024-05-11,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1318.77,1613.72,1460.35,Quintal
2024-05-12,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1373.04,1648.14,1477.54,Quintal
2024-05-13,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1462.97,1872.46,1563.67,Quintal
2024-05-14,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1338.28,1620.61,1512.03,Quintal
2024-05-15,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1387.41,1709.57,1500.24,Quintal
2024-05-16,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1410.08,1733.25,1557.36,Quintal
2024-05-17,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1461.37,1824.17,1628.18,Quintal
2024-05-18,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1401.89,1689.63,1530.77,Quintal
2024-05-19,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1410.84,1683.31,1505.58,Quintal
2024-05-20,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1351.76,1864.29,1585.53,Quintal
2024-05-21,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1365.4,1627.29,1460.48,Quintal
2024-05-22,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1488.34,1658.71,1570.73,Quintal
2024-05-23,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1439.52,1672.29,1536.6,Quintal
2024-05-24,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1410.07,1743.56,1490.75,Quintal
2024-05-25,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1382.13,1626.13,1490.09,Quintal
2024-05-26,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1349.8,1600.78,1469.37,Quintal
2024-05-27,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1308.71,1629.62,1517.95,Quintal
2024-05-28,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1342.65,1695.33,1455.67,Quintal
2024-05-29,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1258.14,1708.45,1435.44,Quintal
2024-05-30,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1345.36,1733.61,1495.17,Quintal
2024-05-31,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1452.77,1689.45,1579.48,Quintal
2024-06-01,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1389.04,1754.52,1531.64,Quintal
2024-06-02,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1416.88,1806.12,1533.74,Quintal
2024-06-03,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1158.24,1426.31,1327.01,Quintal
2024-06-04,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1241.87,1612.82,1395.24,Quintal
2024-06-05,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1366.46,1687.11,1524.55,Quintal
2024-06-06,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1262.94,1703.12,1469.35,Quintal
2024-06-07,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1185.09,1537.66,1389.0,Quintal
2024-06-08,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1368.56,1551.85,1442.14,Quintal
2024-06-09,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1240.74,1443.64,1340.29,Quintal
2024-06-10,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1206.24,1375.91,1273.79,Quintal
2024-06-11,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1325.83,1671.14,1442.31,Quintal
2024-06-12,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1311.6,1726.98,1475.85,Quintal
2024-06-13,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1250.67,1492.53,1417.51,Quintal
2024-06-14,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1284.69,1598.18,1383.49,Quintal
2024-06-15,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1272.97,1633.86,1380.78,Quintal
2024-06-16,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1350.04,1661.48,1459.4,Quintal
2024-06-17,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1136.07,1372.13,1278.5,Quintal
2024-06-18,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1109.15,1477.95,1296.27,Quintal
2024-06-19,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1340.38,1577.63,1420.65,Quintal
2024-06-20,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1140.64,1521.41,1323.13,Quintal
2024-06-21,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1179.53,1421.62,1343.76,Quintal
2024-06-22,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1241.3,1612.04,1378.93,Quintal
2024-06-23,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1267.25,1557.96,1405.16,Quintal
2024-06-24,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1149.11,1330.28,1236.31,Quintal
2024-06-25,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1285.12,1593.13,1373.69,Quintal
2024-06-26,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1226.38,1556.54,1363.8,Quintal
2024-06-27,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1222.63,1389.97,1321.64,Quintal
2024-06-28,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1169.11,1476.91,1260.13,Quintal
2024-06-29,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1171.69,1545.54,1368.21,Quintal
2024-06-30,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1279.34,1666.99,1438.07,Quintal
2024-07-01,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1065.95,1460.35,1239.64,Quintal
2024-07-02,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1160.06,1436.51,1245.24,Quintal
2024-07-03,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1292.99,1576.67,1441.95,Quintal
2024-07-04,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1176.7,1625.17,1381.46,Quintal
2024-07-05,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1197.57,1499.87,1336.51,Quintal
2024-07-06,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1223.04,1521.3,1356.15,Quintal
2024-07-07,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1228.06,1525.16,1400.16,Quintal
2024-07-08,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1114.15,1304.61,1235.85,Quintal
2024-07-09,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1096.71,1457.4,1284.51,Quintal
2024-07-10,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1207.58,1446.82,1290.83,Quintal
2024-07-11,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1044.64,1303.27,1179.27,Quintal
2024-07-12,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1197.06,1666.87,1403.09,Quintal
2024-07-13,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1249.24,1546.27,1334.72,Quintal
2024-07-14,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1231.54,1423.93,1309.77,Quintal
2024-07-15,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1045.43,1422.94,1197.14,Quintal
2024-07-16,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1325.51,1662.4,1402.22,Quintal
2024-07-17,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1103.53,1348.44,1209.85,Quintal
2024-07-18,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1104.01,1448.97,1290.62,Quintal
2024-07-19,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1051.71,1325.34,1190.53,Quintal
2024-07-20,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1185.09,1587.46,1330.18,Quintal
2024-07-21,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1160.5,1356.41,1249.6,Quintal
2024-07-22,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1193.79,1458.13,1258.46,Quintal
2024-07-23,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1009.32,1225.18,1159.49,Quintal
2024-07-24,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1106.79,1425.07,1210.69,Quintal
2024-07-25,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1082.79,1478.87,1252.42,Quintal
2024-07-26,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1130.78,1467.4,1238.03,Quintal
2024-07-27,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1176.33,1352.63,1264.58,Quintal
2024-07-28,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1118.93,1375.27,1202.27,Quintal
2024-07-29,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1091.82,1356.1,1194.41,Quintal
2024-07-30,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1041.49,1330.79,1220.64,Quintal
2024-07-31,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1107.12,1262.9,1194.06,Quintal
2024-08-01,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1090.33,1376.25,1151.81,Quintal
2024-08-02,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1077.07,1377.08,1152.7,Quintal
2024-08-03,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1120.97,1261.21,1198.07,Quintal
2024-08-04,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1072.12,1325.99,1210.01,Quintal
2024-08-05,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1163.72,1349.11,1246.33,Quintal
2024-08-06,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,964.43,1270.85,1061.01,Quintal
2024-08-07,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1021.39,1188.37,1114.64,Quintal
2024-08-08,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1015.26,1391.07,1173.87,Quintal
2024-08-09,Punjab,Ludhiana,Ludhiana Main Mandi,Cauliflower,Local / Hybrid,1027.03,1216.23,1155.76,Quintal
